ID_DESTINO|TIPO_DESTINO|FECHA_LLAMADA|TOTAL_MINUTOS|TOTAL_LLAMADAS
123|MOVIL-VOZ|04/12/23|2102|419
2|MOVIL-VOZ|05/12/23|4322480|2023093
1122|MOVIL-SMS|05/12/23|16|7
494|MOVIL-VOZ|05/12/23|366296|177787
494|MOVIL-VOZ|05/12/23|366296|177787
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
999|FIJO-VOZ|05/12/23|600533|254540
1001|MOVIL-SMS|05/12/23|49519|26473
1001|MOVIL-SMS|05/12/23|49519|26473
1001|MOVIL-SMS|05/12/23|49519|26473
1002|MOVIL-SMS|05/12/23|887|486
1002|MOVIL-VOZ|05/12/23|887|486
1011|FIJO-VOZ|05/12/23|14|10
1011|MOVIL-SMS|05/12/23|14|10
1022|MOVIL-VOZ|05/12/23|38548|14321
1049|MOVIL-VOZ|05/12/23|22623|9933
1059|MOVIL-VOZ|05/12/23|117694|52370
1060|MOVIL-VOZ|05/12/23|14448|6371
1061|MOVIL-SMS|05/12/23|390|118
1067|MOVIL-SMS|05/12/23|1|1
1067|MOVIL-SMS|05/12/23|1|1
1101|MOVIL-SMS|05/12/23|258|129
1101|MOVIL-SMS|05/12/23|258|129
1113|MOVIL-SMS|05/12/23|10|5
1115|MOVIL-SMS|05/12/23|6831|1963
1115|MOVIL-SMS|05/12/23|6831|1963
123|MOVIL-VOZ|05/12/23|2046|326
2|MOVIL-VOZ|06/12/23|4456213|2128727
1122|MOVIL-SMS|06/12/23|37|8
494|MOVIL-VOZ|06/12/23|366206|178478
494|MOVIL-VOZ|06/12/23|366206|178478
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
999|FIJO-VOZ|06/12/23|606406|259229
1001|MOVIL-SMS|06/12/23|57571|30275
1001|MOVIL-SMS|06/12/23|57571|30275
1001|MOVIL-SMS|06/12/23|57571|30275
1002|MOVIL-SMS|06/12/23|928|511
1002|MOVIL-VOZ|06/12/23|928|511
1011|FIJO-VOZ|06/12/23|20|12
1011|MOVIL-SMS|06/12/23|20|12
1022|MOVIL-VOZ|06/12/23|38743|14804
1049|MOVIL-VOZ|06/12/23|23476|9974
1059|MOVIL-VOZ|06/12/23|119745|54103
1060|MOVIL-VOZ|06/12/23|15172|7410
1061|MOVIL-SMS|06/12/23|491|147
1067|MOVIL-SMS|06/12/23|2|1
1067|MOVIL-SMS|06/12/23|2|1
1101|MOVIL-SMS|06/12/23|223|107
1101|MOVIL-SMS|06/12/23|223|107
1113|MOVIL-SMS|06/12/23|31|17
1115|MOVIL-SMS|06/12/23|6532|2026
1115|MOVIL-SMS|06/12/23|6532|2026
123|MOVIL-VOZ|06/12/23|1936|402
2|MOVIL-VOZ|07/12/23|4194815|2063223
1122|MOVIL-SMS|07/12/23|4|2
494|MOVIL-VOZ|07/12/23|333229|167481
494|MOVIL-VOZ|07/12/23|333229|167481
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
999|FIJO-VOZ|07/12/23|565469|253539
1001|MOVIL-SMS|07/12/23|67791|35614
1001|MOVIL-SMS|07/12/23|67791|35614
1001|MOVIL-SMS|07/12/23|67791|35614
1002|MOVIL-SMS|07/12/23|1343|749
1002|MOVIL-VOZ|07/12/23|1343|749
1011|FIJO-VOZ|07/12/23|71|9
1011|MOVIL-SMS|07/12/23|71|9
1022|MOVIL-VOZ|07/12/23|35764|14961
1049|MOVIL-VOZ|07/12/23|22143|10147
1059|MOVIL-VOZ|07/12/23|111015|51423
1060|MOVIL-VOZ|07/12/23|13746|6549
1061|MOVIL-SMS|07/12/23|292|127
1101|MOVIL-SMS|07/12/23|280|133
1101|MOVIL-SMS|07/12/23|280|133
1113|MOVIL-SMS|07/12/23|4|2
1115|MOVIL-SMS|07/12/23|5743|1760
1115|MOVIL-SMS|07/12/23|5743|1760
123|MOVIL-VOZ|07/12/23|1494|313
2|MOVIL-VOZ|08/12/23|1295340|534845
1122|MOVIL-SMS|08/12/23|3|1
494|MOVIL-VOZ|08/12/23|110891|45436
494|MOVIL-VOZ|08/12/23|110891|45436
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
999|FIJO-VOZ|08/12/23|181333|70952
1001|MOVIL-SMS|08/12/23|46073|24184
1001|MOVIL-SMS|08/12/23|46073|24184
1001|MOVIL-SMS|08/12/23|46073|24184
1002|MOVIL-SMS|08/12/23|900|463
1002|MOVIL-VOZ|08/12/23|900|463
1011|FIJO-VOZ|08/12/23|2|2
1011|MOVIL-SMS|08/12/23|2|2
1022|MOVIL-VOZ|08/12/23|9715|3843
1049|MOVIL-VOZ|08/12/23|8782|3544
1059|MOVIL-VOZ|08/12/23|34918|13329
1060|MOVIL-VOZ|08/12/23|4041|1385
1061|MOVIL-SMS|08/12/23|53|22
1101|MOVIL-SMS|08/12/23|81|30
1101|MOVIL-SMS|08/12/23|81|30
1115|MOVIL-SMS|08/12/23|1471|586
1115|MOVIL-SMS|08/12/23|1471|586
123|MOVIL-VOZ|08/12/23|288|62
2|MOVIL-VOZ|09/12/23|2170241|1077467
1115|MOVIL-SMS|09/12/23|2369|901
494|MOVIL-VOZ|09/12/23|200726|101199
494|MOVIL-VOZ|09/12/23|200726|101199
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
999|FIJO-VOZ|09/12/23|297935|134526
1001|MOVIL-SMS|09/12/23|44244|23452
1001|MOVIL-SMS|09/12/23|44244|23452
1001|MOVIL-SMS|09/12/23|44244|23452
1002|MOVIL-SMS|09/12/23|749|388
1002|MOVIL-VOZ|09/12/23|749|388
1011|FIJO-VOZ|09/12/23|1|1
1011|MOVIL-SMS|09/12/23|1|1
1022|MOVIL-VOZ|09/12/23|16608|7304
1049|MOVIL-VOZ|09/12/23|13190|5837
1059|MOVIL-VOZ|09/12/23|56774|25596
1060|MOVIL-VOZ|09/12/23|8051|4221
1061|MOVIL-SMS|09/12/23|81|45
1101|MOVIL-SMS|09/12/23|157|72
1101|MOVIL-SMS|09/12/23|157|72
1115|MOVIL-SMS|09/12/23|2369|901
123|MOVIL-VOZ|09/12/23|678|163
0|MOVIL-VOZ|10/12/23|3|1
1115|MOVIL-SMS|10/12/23|775|344
2|MOVIL-VOZ|10/12/23|1120461|437473
123|MOVIL-VOZ|10/12/23|102|33
494|MOVIL-VOZ|10/12/23|97939|38998
494|MOVIL-VOZ|10/12/23|97939|38998
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
999|FIJO-VOZ|10/12/23|159453|60972
1001|MOVIL-SMS|10/12/23|25308|13630
1001|MOVIL-SMS|10/12/23|25308|13630
1001|MOVIL-SMS|10/12/23|25308|13630
1002|MOVIL-SMS|10/12/23|300|156
1002|MOVIL-VOZ|10/12/23|300|156
1011|FIJO-VOZ|10/12/23|2|2
1011|MOVIL-SMS|10/12/23|2|2
1022|MOVIL-VOZ|10/12/23|7837|3035
1049|MOVIL-VOZ|10/12/23|8559|3209
1059|MOVIL-VOZ|10/12/23|30813|11002
1060|MOVIL-VOZ|10/12/23|3580|1306
1061|MOVIL-SMS|10/12/23|86|39
1101|MOVIL-SMS|10/12/23|78|27
1101|MOVIL-SMS|10/12/23|78|27
1115|MOVIL-SMS|10/12/23|775|344
0|MOVIL-VOZ|10/12/23|3|1
0|MOVIL-VOZ|11/12/23|2|1
1115|MOVIL-SMS|11/12/23|7508|1959
2|MOVIL-VOZ|11/12/23|4229222|1920816
123|MOVIL-VOZ|11/12/23|2160|492
494|MOVIL-VOZ|11/12/23|377628|186338
494|MOVIL-VOZ|11/12/23|377628|186338
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
999|FIJO-VOZ|11/12/23|592124|242923
1001|MOVIL-SMS|11/12/23|50561|27244
1001|MOVIL-SMS|11/12/23|50561|27244
1001|MOVIL-SMS|11/12/23|50561|27244
1002|MOVIL-SMS|11/12/23|723|437
1002|MOVIL-VOZ|11/12/23|723|437
1011|FIJO-VOZ|11/12/23|7|7
1011|MOVIL-SMS|11/12/23|7|7
1022|MOVIL-VOZ|11/12/23|39164|14879
1049|MOVIL-VOZ|11/12/23|23612|10079
1059|MOVIL-VOZ|11/12/23|116539|49203
1060|MOVIL-VOZ|11/12/23|14736|7171
1061|MOVIL-SMS|11/12/23|334|107
1101|MOVIL-SMS|11/12/23|257|134
1101|MOVIL-SMS|11/12/23|257|134
1113|MOVIL-SMS|11/12/23|6|3
1115|MOVIL-SMS|11/12/23|7508|1959
0|MOVIL-VOZ|11/12/23|2|1
2|MOVIL-VOZ|12/12/23|4442473|2092394
1115|MOVIL-SMS|12/12/23|6188|1799
494|MOVIL-VOZ|12/12/23|414802|211915
494|MOVIL-VOZ|12/12/23|414802|211915
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
999|FIJO-VOZ|12/12/23|620459|268442
1001|MOVIL-SMS|12/12/23|60783|32320
1001|MOVIL-SMS|12/12/23|60783|32320
1001|MOVIL-SMS|12/12/23|60783|32320
1002|MOVIL-SMS|12/12/23|907|513
1002|MOVIL-VOZ|12/12/23|907|513
1011|FIJO-VOZ|12/12/23|21|12
1011|MOVIL-SMS|12/12/23|21|12
1022|MOVIL-VOZ|12/12/23|39037|15476
1049|MOVIL-VOZ|12/12/23|24448|11569
1059|MOVIL-VOZ|12/12/23|120637|52975
1060|MOVIL-VOZ|12/12/23|16227|7385
1061|MOVIL-SMS|12/12/23|396|125
1067|MOVIL-SMS|12/12/23|6|5
1067|MOVIL-SMS|12/12/23|6|5
1101|MOVIL-SMS|12/12/23|325|184
1101|MOVIL-SMS|12/12/23|325|184
1113|MOVIL-SMS|12/12/23|4|2
1115|MOVIL-SMS|12/12/23|6188|1799
123|MOVIL-VOZ|12/12/23|1934|540
2|MOVIL-VOZ|13/12/23|4573226|2242354
1122|MOVIL-SMS|13/12/23|1|1
494|MOVIL-VOZ|13/12/23|433598|226301
494|MOVIL-VOZ|13/12/23|433598|226301
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
999|FIJO-VOZ|13/12/23|620987|277813
1001|MOVIL-SMS|13/12/23|57387|30460
1001|MOVIL-SMS|13/12/23|57387|30460
1001|MOVIL-SMS|13/12/23|57387|30460
1002|MOVIL-SMS|13/12/23|892|535
1002|MOVIL-VOZ|13/12/23|892|535
1011|FIJO-VOZ|13/12/23|40|19
1011|MOVIL-SMS|13/12/23|40|19
1022|MOVIL-VOZ|13/12/23|40914|16443
1049|MOVIL-VOZ|13/12/23|27017|13540
1059|MOVIL-VOZ|13/12/23|120941|56237
1060|MOVIL-VOZ|13/12/23|15132|7392
1061|MOVIL-SMS|13/12/23|363|104
1066|MOVIL-SMS|13/12/23|48|24
1067|MOVIL-SMS|13/12/23|6|5
1067|MOVIL-SMS|13/12/23|6|5
1101|MOVIL-SMS|13/12/23|468|173
1101|MOVIL-SMS|13/12/23|468|173
1113|MOVIL-SMS|13/12/23|8|6
1115|MOVIL-SMS|13/12/23|6094|1666
1115|MOVIL-SMS|13/12/23|6094|1666
123|MOVIL-VOZ|13/12/23|2525|474
0|MOVIL-VOZ|14/12/23|5|3
1122|MOVIL-SMS|14/12/23|30|8
2|MOVIL-VOZ|14/12/23|4563529|2228102
123|MOVIL-VOZ|14/12/23|988|188
494|MOVIL-VOZ|14/12/23|436038|230605
494|MOVIL-VOZ|14/12/23|436038|230605
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
999|FIJO-VOZ|14/12/23|615989|272701
1001|MOVIL-SMS|14/12/23|79735|41721
1001|MOVIL-SMS|14/12/23|79735|41721
1001|MOVIL-SMS|14/12/23|79735|41721
1002|MOVIL-SMS|14/12/23|1294|699
1002|MOVIL-VOZ|14/12/23|1294|699
1011|FIJO-VOZ|14/12/23|20|12
1011|MOVIL-SMS|14/12/23|20|12
1022|MOVIL-VOZ|14/12/23|40731|17076
1049|MOVIL-VOZ|14/12/23|26181|12183
1059|MOVIL-VOZ|14/12/23|121323|56066
1060|MOVIL-VOZ|14/12/23|15575|7425
1061|MOVIL-SMS|14/12/23|432|105
1066|MOVIL-SMS|14/12/23|264|132
1067|MOVIL-SMS|14/12/23|10|2
1067|MOVIL-SMS|14/12/23|10|2
1101|MOVIL-SMS|14/12/23|306|148
1101|MOVIL-SMS|14/12/23|306|148
1111|MOVIL-SMS|14/12/23|18|9
1113|MOVIL-SMS|14/12/23|6|3
1115|MOVIL-SMS|14/12/23|5453|1645
1115|MOVIL-SMS|14/12/23|5453|1645
0|MOVIL-VOZ|14/12/23|5|3
0|MOVIL-VOZ|15/12/23|3|1
1122|MOVIL-SMS|15/12/23|19|8
2|MOVIL-VOZ|15/12/23|4458246|2265828
123|MOVIL-VOZ|15/12/23|1367|327
494|MOVIL-VOZ|15/12/23|436613|238694
494|MOVIL-VOZ|15/12/23|436613|238694
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
999|FIJO-VOZ|15/12/23|596508|278052
1001|MOVIL-SMS|15/12/23|95218|49453
1001|MOVIL-SMS|15/12/23|95218|49453
1001|MOVIL-SMS|15/12/23|95218|49453
1002|MOVIL-SMS|15/12/23|1783|960
1002|MOVIL-VOZ|15/12/23|1783|960
1011|FIJO-VOZ|15/12/23|16|15
1011|MOVIL-SMS|15/12/23|16|15
1022|MOVIL-VOZ|15/12/23|39906|16907
1049|MOVIL-VOZ|15/12/23|23315|10975
1059|MOVIL-VOZ|15/12/23|121640|59788
1060|MOVIL-VOZ|15/12/23|14735|7351
1061|MOVIL-SMS|15/12/23|396|106
1066|MOVIL-SMS|15/12/23|4|2
1067|MOVIL-SMS|15/12/23|1|1
1067|MOVIL-SMS|15/12/23|1|1
1101|MOVIL-SMS|15/12/23|269|134
1101|MOVIL-SMS|15/12/23|269|134
1113|MOVIL-SMS|15/12/23|14|7
1115|MOVIL-SMS|15/12/23|4867|1594
1115|MOVIL-SMS|15/12/23|4867|1594
0|MOVIL-VOZ|15/12/23|3|1
2|MOVIL-VOZ|16/12/23|2686789|1403411
1122|MOVIL-SMS|16/12/23|2|1
494|MOVIL-VOZ|16/12/23|281901|156158
494|MOVIL-VOZ|16/12/23|281901|156158
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
999|FIJO-VOZ|16/12/23|355857|168236
1001|MOVIL-SMS|16/12/23|57463|30150
1001|MOVIL-SMS|16/12/23|57463|30150
1001|MOVIL-SMS|16/12/23|57463|30150
1002|MOVIL-SMS|16/12/23|1136|617
1002|MOVIL-VOZ|16/12/23|1136|617
1011|FIJO-VOZ|16/12/23|1|1
1011|MOVIL-SMS|16/12/23|1|1
1022|MOVIL-VOZ|16/12/23|21417|9699
1049|MOVIL-VOZ|16/12/23|16287|7342
1059|MOVIL-VOZ|16/12/23|73965|36048
1060|MOVIL-VOZ|16/12/23|9916|4802
1061|MOVIL-SMS|16/12/23|294|58
1066|MOVIL-SMS|16/12/23|394|197
1067|MOVIL-SMS|16/12/23|7|7
1067|MOVIL-SMS|16/12/23|7|7
1101|MOVIL-SMS|16/12/23|168|89
1101|MOVIL-SMS|16/12/23|168|89
1115|MOVIL-SMS|16/12/23|2591|1032
1115|MOVIL-SMS|16/12/23|2591|1032
123|MOVIL-VOZ|16/12/23|497|150
2|MOVIL-VOZ|17/12/23|1257676|524853
1122|MOVIL-SMS|17/12/23|3|1
494|MOVIL-VOZ|17/12/23|119989|54037
494|MOVIL-VOZ|17/12/23|119989|54037
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
999|FIJO-VOZ|17/12/23|179146|72567
1001|MOVIL-SMS|17/12/23|44328|23326
1001|MOVIL-SMS|17/12/23|44328|23326
1001|MOVIL-SMS|17/12/23|44328|23326
1002|MOVIL-SMS|17/12/23|830|430
1002|MOVIL-VOZ|17/12/23|830|430
1011|FIJO-VOZ|17/12/23|4|3
1011|MOVIL-SMS|17/12/23|4|3
1022|MOVIL-VOZ|17/12/23|10981|4152
1049|MOVIL-VOZ|17/12/23|9001|3802
1059|MOVIL-VOZ|17/12/23|34510|13760
